Value,area,type,country,percent,id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
95058,4693.150391,mountain_lake,IRAN,-2.726782267,2,5895.945798,5890.275828,5863.648744,5868.648744,5867.648744,5869.648744,5868.75,5871.648744,5895.526114,5896.190678,5878.906625,5586.415326,5446.414883,5499.915746,5439.552086,5314.500097,5120.043144,5179.901642,4620.588307,4045.366251,3829.396062,3479.481203,2896.029488,2480.738632,1736.905231,1232.831559,2686.952129,2363.568233,2375.147662,4059.021769,4000.687225
101449,3587.352783,mountain_lake,TURKEY,0.76398641,2,4447.114788,4448.114788,4446.114788,4447.85,4447.56,4447.119,4450.114788,4451.114788,4456.782152,4458.35231,4456.609658,4451.144525,4449.130041,4454.718385,4455.484597,4456.213846,4455.758739,4456.183814,4452.284987,4452.731624,4453.885177,4453.111265,3288.417145,4453.439311,4451.425598,4449.374921,4450.761034,4450.775665,4448.612559,4448.188255,4447.418192
64981,645.5803223,artificial,JORDAN,-0.166070006,1,394.7594496,394.863408,394.863408,394.863408,394.863408,394.863408,394.863408,394.863408,393.9662852,393.4988573,393.8731076,392.7927099,391.4266191,392.0865626,391.56138,389.3335892,388.5658369,386.4812777,384.5568915,383.0075258,382.2898275,380.6372734,378.3270859,377.1288686,376.0777333,374.5322179,372.5000229,371.0392144,369.8225156,368.2461977,367.3898882
57055,165.007431,artificial,IRAQ,-1.208794971,1,,,,173.4365565,173.4365565,173.4365565,173.4365565,173.4365565,19.73978213,19.73978213,19.73978213,19.73978213,19.73978213,0.100878188,100.4662041,172.9152242,170.7166958,167.7904583,129.4051528,10.35811069,27.28100419,27.586719,34.40100206,104.6191511,160.2130433,0.39735225,47.48282381,54.237042,0.083936813,77.60150831,161.7570186
60082,114.7499313,artificial,JORDAN,0.335037922,1,109.0585614,111.1569818,111.1569818,111.1569818,111.1569818,111.1569818,111.1569818,111.1569818,130.6480337,131.0515464,129.3250663,123.6504758,115.9498508,112.3297869,113.5318545,112.0194518,125.0234972,129.4128534,127.6625014,126.9363324,127.9066112,127.7957222,125.5933434,125.4839946,128.6050579,127.6933039,124.5391279,123.5619186,124.3828052,126.2332654,126.1554891
67093,112.0952988,artificial,IRAQ,2.468905796,1,,11.56017825,11.56017825,13.70557238,13.70557238,13.70557238,13.70557238,13.70557238,13.49688544,4.975373813,0.048513938,0.084706875,0.077776313,0.964888313,0.134760938,11.17283681,11.04192619,4.93764075,5.977225125,0.123980063,0.2649015,0.351918563,3.539977313,14.73206569,15.40125,70.63860319,74.94402263,77.25960056,77.07786581,81.53267738,89.83395113
63904,88.19506073,artificial,IRAQ,-0.235222307,1,97.81949925,97.90651631,96.34482956,97.80101775,100.0780926,100.945953,100.945953,100.945953,100.305261,100.7272553,71.91536681,38.09884219,31.58642363,100.564002,100.5686224,95.92822575,97.88726475,95.71722863,98.223012,91.39255763,91.58969363,98.67041831,86.73984,97.14646463,95.20128675,82.56841144,95.14507219,95.39303231,36.5748885,100.2744585,99.31188038
66199,66.54150391,artificial,IRAQ,-0.00611698,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.1047285,0.177884438,0.083936813,0.050824125,0.10164825,0.128600438
77419,38.15216064,artificial,IRAN,0.214438248,1,,,0.571386375,0.247960125,0.247960125,0.714618,0.012321,0.012321,0.007700625,0.002310188,,0.060834938,0.019251563,0.197136,0.123980063,0.164023313,0.3141855,0.435085313,0.660713625,0.808565625,1.008781875,1.183586063,1.262132438,1.30910625,1.366860938,1.877412375,2.016023625,2.013713438,2.065307625,2.183127188,2.34099
91769,35.59734344,artificial,IRAN,-2.812766593,1,,43.81424606,43.64406225,43.79191425,44.28475425,40.91573081,44.28475425,44.28475425,44.30246569,44.60664038,43.84735875,44.39949356,44.5835385,44.59662956,39.30321994,38.59784269,42.18479381,44.22699956,43.912044,42.25563956,36.58874963,26.84899913,22.96942425,5.321901938,38.05263844,17.58668738,8.029441688,21.17286844,23.70329381,19.36168144,31.29302981
64405,33.62361526,artificial,IRAQ,-1.390681305,1,36.10207013,35.102529,33.49925888,35.29735481,36.975321,38.18508919,38.18508919,38.18508919,38.02491619,37.9671615,9.926105625,31.38004688,36.88445363,37.13010356,37.628334,34.91001338,37.17091688,33.41917238,37.04231644,18.83649881,33.24359813,35.05170488,31.06432125,38.16121725,35.0594055,1.517023125,28.93740863,6.479305875,0.102418313,37.80852863,37.31876888
52407,17.70564461,artificial,IRAN,0.002017174,1,0.005390438,0.005390438,0.003850313,0.0061605,0.005390438,0.0061605,0.005390438,0.005390438,0.005390438,0.005390438,,,0.003850313,,0.003850313,0.004620375,0.005390438,0.005390438,,,,,,,,,,,,0.00924075,0.025412063
95615,17.14334488,artificial,TURKEY,0.592263133,1,,,,,,,,,10.69077769,10.69077769,4.114443938,,0.433545188,,0.038503125,,,,0.137841188,,,,,,0.051594188,7.837696125,7.36487775,,,6.524739563,13.65243806
61878,14.7713089,artificial,IRAQ,0.161646905,1,2.0884095,0.396582188,2.15925525,2.053756688,2.053756688,2.053756688,2.053756688,2.053756688,2.107661063,,,,,0.073155938,1.739571188,1.440786938,1.58632875,1.707998625,0.364239563,0.057754688,0.008470688,0.140151375,0.125520188,0.001540125,0.143231625,,1.987531313,0.4004325,0.029262375,2.783005875,2.386423688
71793,14.07300854,artificial,IRAQ,-0.031592646,1,,0.308025,0.308025,0.308025,0.308025,0.308025,0.308025,0.308025,0.307254938,0.308025,0.201756375,0.285693188,0.30494475,0.127830375,,,,,,,0.038503125,,0.02772225,,,0.013091063,0.265671563,0.193285688,,0.344988,0.257200875
101689,12.91534615,artificial,TURKEY,-3.833801424,1,16.73730844,16.73730844,16.73730844,16.73730844,16.73730844,16.73730844,16.73730844,16.73730844,16.7380785,16.73268806,16.52015081,0.076236188,16.73730844,13.59468338,4.078251,4.745125125,1.85739075,0.002310188,3.478372313,12.67753894,15.89331994,15.46978556,0.150162188,1.815807375,6.646409438,6.383048063,1.374561563,0.147852,3.529196438,6.010337813,
65013,12.90768433,artificial,IRAQ,0.238864451,1,0.012321,0.066995438,0.044663625,0.202526438,0.086247,0.020021625,0.020021625,0.020021625,0.003850313,0.001540125,,,,,0.019251563,0.051594188,0.1786545,0.150162188,,,,,,0.060834938,0.000770063,,0.81626625,0.599878688,0.020791688,2.46111975,1.01956275
48743,11.16022015,nature water,IRAN,-3.002933546,1,10.1833065,12.50427488,12.60207281,12.604383,12.604383,12.604383,12.604383,12.604383,12.604383,12.56202956,10.805517,2.826129375,8.959677188,11.1197025,12.58898175,12.604383,12.604383,12.51736594,1.62945225,1.579398188,2.691368438,0.47127825,1.858930875,3.461430938,0.133220813,0.795474563,4.162957875,9.0867375,3.52688625,7.830765563,10.40431444
157785,10.66518211,artificial,TURKEY,0.059089414,1,,12.02298581,12.02298581,12.02298581,12.02298581,12.02298581,12.02298581,12.02298581,11.90285606,11.99372344,11.97293175,11.9082465,11.95522031,11.93596875,12.07535006,11.865123,11.91594713,12.07226981,11.91209681,11.89361531,11.81814919,10.64842425,11.38999444,11.71881113,11.92287769,11.62255331,11.66567681,12.2532345,12.37413431,12.54123788,12.64442625
96011,10.58619976,artificial,TURKEY,0.902275298,1,,,,,,,,,2.780695688,2.36255175,3.05868825,2.628223313,3.181128188,2.816118563,3.312808875,0.040813313,2.809188,2.983992188,2.406445313,3.155716125,3.697070063,3.679358625,3.678588563,3.632384813,3.707080875,4.270766625,3.918078,3.877264688,4.324671,4.470212813,4.479453563
65983,9.777489662,artificial,IRAQ,-0.013378599,1,0.087017063,0.100878188,0.100878188,0.100878188,0.100878188,0.100878188,0.100878188,0.100878188,0.100878188,0.049284,,,,,0.062375063,0.100108125,0.010010813,0.094717688,,,,0.011550938,0.066225375,0.099338063,0.100878188,,,,,,0.0308025
69008,8.236166954,artificial,IRAQ,-0.728601859,1,2.243962125,2.270914313,2.277074813,2.27630475,2.27630475,2.27630475,2.27630475,2.27630475,2.206999125,1.978290563,,0.024642,0.059294813,2.217009938,2.230101,2.271684375,1.72185975,2.01756375,0.649162688,,,0.006930563,,0.950257125,1.899744188,0.016941375,1.75882275,0.92099475,,0.060834938,0.18173475
162442,7.482960701,artificial,AZERBAIJAN,-3.17354313,1,,10.28880506,10.16713519,10.28880506,10.28880506,10.28880506,10.28880506,10.28880506,6.922861875,9.538764188,5.758527375,10.27648406,9.615000375,10.28880506,10.28880506,7.114607438,6.383048063,9.98309025,10.25800256,8.560784813,10.28880506,10.28880506,10.28880506,9.253071,0.0184815,0.345758063,4.591882688,0.233328938,8.949666375,0.244879875,5.59681425
159620,7.440832615,artificial,AZERBAIJAN,-4.412503708,1,3.03404625,9.69354675,9.531063563,9.566486438,9.566486438,9.566486438,9.566486438,9.566486438,9.569566688,9.507191625,9.648883125,9.522592875,8.971228125,9.719728875,9.720498938,9.643492688,9.578037375,8.362108688,3.931939125,3.9242385,7.53121125,1.325277563,2.502703125,3.596191875,0.005390438,0.3265065,0.37887075,,0.459727313,,
81352,7.228148937,artificial,TURKEY,-0.557372057,1,7.082264813,7.082264813,7.082264813,7.082264813,7.082264813,7.082264813,7.082264813,7.082264813,6.093504563,8.4214035,8.60313825,8.559244688,8.491479188,8.727888375,8.784873,8.684764875,8.306664188,7.905461625,8.069484938,8.1873045,7.291721813,8.194235063,6.872807813,7.207014938,7.770700688,7.314053625,7.294032,6.934412813,7.133088938,6.740357063,6.854326313
82805,6.428870201,artificial,TURKEY,1.676873273,1,,,,,,,,,0.013091063,,0.002310188,,5.0331285,5.05469025,2.123832375,1.51856325,1.3121865,0.603729,0.016941375,3.453730313,2.788396313,4.984614563,4.286167875,5.139397125,5.140167188,4.031277188,1.82042775,1.24134075,,3.5915715,3.663187313
155170,5.641792297,artificial,TURKEY,1.180251713,1,2.629763438,2.629763438,2.629763438,2.629763438,2.629763438,5.844004313,5.844004313,5.844004313,5.844004313,6.212094188,6.192072563,6.016498313,6.075023063,6.197463,6.298341188,6.363026438,6.426171563,6.487776563,6.389978625,6.4746855,6.445423125,6.359176125,6.4130805,6.468525,6.457744125,6.500097563,6.546301313,6.55785225,6.55169175,6.604826063,6.598665563
97157,5.596528053,mountain_lake,TURKEY,-0.302698636,1,,,,,,,,,4.39551675,4.495624875,4.7251035,4.115214,4.853703938,4.785168375,4.516416563,4.501785375,0.0554445,0.002310188,4.350083063,4.632696,0.364239563,4.964592938,0.643002188,0.025412063,0.1293705,5.742356063,5.539059563,5.8709565,1.014942375,5.539829625,5.609905313
12125,0.037503976,glacier_lake,TURKEY,1.918990596,3,0.051594188,0.051594188,0.042353438,0.042353438,0.042353438,0.007700625,0.042353438,0.042353438,0.053904375,0.054674438,0.056214563,0.0554445,0.054674438,0.056214563,0.056214563,0.051594188,0.056214563,0.053134313,0.050054063,0.056214563,0.0554445,0.056214563,0.056214563,0.056214563,0.056214563,0.056214563,0.062375063,0.062375063,0.062375063,0.062375063,0.063145125
84322,5.031571865,artificial,TURKEY,-0.094867699,1,0.066995438,0.066995438,0.066995438,0.066995438,0.066995438,0.066995438,0.066995438,0.066995438,0.003850313,0.378100688,0.377330625,0.056984625,,0.36963,0.003850313,,,0.041583375,,0.00308025,,0.3757905,0.003850313,0.003850313,0.367319813,0.066225375,0.010010813,0.090097313,0.006930563,0.026952188,0.031572563
91021,4.759596825,artificial,TURKEY,0.466214693,1,5.261837063,5.261837063,5.261837063,5.261837063,5.261837063,5.071631625,5.071631625,5.071631625,4.964592938,5.967984375,5.70770325,4.2569055,6.378427688,6.464674688,6.464674688,6.464674688,6.456974063,6.402299625,5.958743625,6.34839525,6.443883,6.45928425,6.443883,6.438492563,6.394599,6.415390688,6.27446925,6.011107875,5.488235438,5.721564375,4.8975975
78221,2149.741455,mountain_lake,IRAQ,-0.640584087,2,2420.653736,2411.991303,2425.321855,2425.8,2426.321855,2425.197875,2423.197875,2420.197875,2417.106058,2227.440434,1996.277682,1921.357532,1984.115315,2233.820402,2409.202906,2285.121196,2299.852491,2308.71206,2070.070462,1975.003936,2000.502245,1986.467086,1858.853099,2035.737225,1976.03659,1948.795629,1967.281749,1941.105785,1915.720674,2104.437581,2398.290351
13240,0.004919894,mountain_lake,IRAN,-2.901548246,4,0.008470688,0.00924075,0.008470688,0.00924075,0.00924075,0.00924075,0.00924075,0.00924075,0.00924075,0.008470688,0.006930563,0.006930563,0.006930563,0.006930563,0.006930563,0.008470688,0.004620375,0.007700625,0.002310188,0.007700625,,,,,,0.006930563,,,,,
288130,1268.0354,mountain_lake,ARMENIA,1.146350239,2,1623.604707,1624.541105,1625.604707,1625.7,1624.8,1625.9,1626.032,1626.256,1627.962179,1622.454692,1621.515216,1620.023605,1621.293438,1626.096318,1628.95941,1631.79093,1633.14316,1636.042445,1638.018425,1640.323222,1644.191246,1647.840572,1649.527009,1650.379469,1650.492668,1650.77297,1651.559974,1652.203747,1652.222228,1652.430145,1653.023863
159184,4.68512249,artificial,AZERBAIJAN,3.149938141,1,,,,,0.279532688,0.180964688,0.180964688,0.180964688,0.180964688,0.031572563,2.560457813,5.602204688,5.31343125,5.755447125,5.441261625,5.543679938,5.3904375,5.39967825,5.214093188,5.225644125,5.451272438,5.551380563,5.736195563,5.743126125,5.588343563,4.669659,3.521495813,4.57417125,5.364255375,5.519037938,5.50440675
60108,4.570868492,nature water,IRAQ,0.088044495,1,5.3904375,5.41815975,0.13245075,5.396598,5.396598,5.396598,5.396598,5.396598,5.327292375,5.372726063,5.324982188,5.389667438,5.363485313,5.304960563,5.378886563,5.407378875,5.294179688,5.364255375,5.23334475,5.35655475,5.141707313,5.252596313,5.055460313,5.221793813,5.20254225,4.880656125,4.86371475,4.698921375,4.505635688,4.410147938,3.710161125
88978,4.526370049,artificial,IRAN,0.430400486,1,,2.703689438,3.13261425,3.147245438,3.105662063,0.333437063,0.084706875,3.105662063,3.152635875,2.296326375,0.40967325,1.190516625,2.759904,2.89851525,3.102581813,3.142625063,1.523953688,3.039436688,0.804715313,1.942867688,1.622521688,1.068076688,2.99092275,1.246731188,0.931775625,0.315725625,3.245043375,2.883884063,,3.050217563,2.673657
95213,4.494099617,artificial,TURKEY,0.154167613,1,,,,,,,,,0.017711438,0.017711438,0.0061605,,0.004620375,0.000770063,0.002310188,,,,,,0.001540125,0.014631188,0.010780875,0.017711438,0.017711438,0.082396688,0.082396688,0.079316438,0.070075688,0.150162188,0.327276563
62576,1219.049683,nature water,IRAN,-0.258308363,2,422.548695,373.9184781,395.7836327,447.3924514,437.4971483,566.5680939,343.9184781,343.5,273.0056378,156.1386426,3.511485,3.096421313,3.293557313,4.376265188,218.3496818,240.9286843,205.8230751,191.4098153,108.1514278,7.033750875,16.88208019,11.16436613,3.1726575,44.39025281,46.94069981,9.165283875,84.669912,348.0574691,304.6921695,652.5925459,793.7219003
72843,1196.937988,nature water,IRAQ,-3.33407461,2,1430.96248,1427.426353,1430.947849,1430.752185,1430.782185,1430.789986,1430.859986,1430.799986,1430.866992,1430.774585,1418.974147,1264.488059,1117.788072,952.0205681,847.2843675,965.8886237,818.0828274,911.2372881,739.0898162,554.9717228,442.2107008,379.6800857,302.4974914,265.0601329,336.5773774,456.0410233,366.0669208,303.1220121,263.5053767,258.7479306,549.664452
54886,4.180016041,artificial,IRAQ,-4.085774489,1,,,,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.283398813,5.267997563,5.240275313,,,,,,,2.119982063,,,,,,1.220549063
157907,4.130308628,artificial,TURKEY,0.083479439,1,,5.0824125,5.0824125,5.0824125,5.0824125,5.0824125,5.0824125,5.0824125,5.05161,5.072401688,4.769767125,4.9592025,5.087802938,5.072401688,5.063160938,5.047759688,5.148637875,5.154798375,5.14709775,5.143247438,5.1070545,5.019267375,5.08549275,5.095503563,5.152488188,5.23950525,5.213323125,5.262607125,5.240275313,5.1933015,4.567240688
52587,3.979296207,artificial,IRAN,0.000802892,1,0.008470688,0.008470688,0.008470688,0.008470688,0.008470688,0.008470688,0.007700625,0.007700625,0.008470688,0.006930563,0.001540125,0.003850313,0.008470688,0.003850313,0.004620375,0.00308025,0.008470688,0.005390438,0.002310188,,0.004620375,0.001540125,0.001540125,0.006930563,0.008470688,0.001540125,0.011550938,0.011550938,0.00924075,0.013091063,0.012321
155090,3.96045804,artificial,TURKEY,0.021364661,1,5.055460313,5.104744313,5.104744313,5.104744313,5.104744313,5.104744313,5.104744313,5.104744313,5.0947335,5.097043688,5.099353875,5.026968,5.076252,5.090113125,5.058540563,4.938410813,5.101664063,5.080102313,5.06701125,5.080102313,5.075481938,5.081642438,5.093193375,5.096273625,5.088573,5.087802938,5.071631625,5.101664063,5.083952625,5.102434125,5.111674875
65726,3.788699865,artificial,IRAQ,-0.386179653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019251563,0.004620375
84257,3.666489124,artificial,TURKEY,0.214898227,1,,,,,,,,,,,,,0.016941375,,,,,,,0.016941375,0.016941375,0.01540125,0.0061605,0.012321,0.016941375,0.1293705,0.1416915,0.14477175,0.119359688,0.127830375,0.057754688
61068,3.52195096,artificial,IRAQ,-0.171742603,1,0.724628813,0.247960125,0.76698225,0.693826313,0.693826313,0.693826313,0.693826313,0.693826313,0.679195125,0.160943063,,,,0.57600675,0.459727313,0.387341438,0.510551438,0.418914,0.049284,0.01540125,,,,,,,0.28646325,0.02156175,,0.595258313,0.02772225
62229,3.515896082,artificial,IRAQ,0.025375801,1,0.0308025,0.016941375,0.037733063,0.026952188,0.026952188,0.026952188,0.026952188,0.026952188,0.037733063,,,,,,0.00308025,,,0.037733063,,,,,,0.035422875,0.037733063,,0.012321,0.019251563,,0.053904375,0.114739313
97097,3.50726366,artificial,TURKEY,-0.75339342,1,0.71769825,0.71769825,0.71769825,0.71769825,0.71769825,0.71769825,0.71769825,0.71769825,0.71769825,0.71769825,0.71769825,0.110118938,0.686125688,0.701526938,0.423534375,0.010010813,0.013861125,0.180964688,0.302634563,0.074696063,0.715388063,0.664563938,0.003850313,0.012321,0.05852475,0.187125188,,0.045433688,0.026182125,0.134760938,0.006930563
73330,3.354658127,artificial,SYRIAN ARAB REPUBLIC,2.931332104,1,,0.011550938,,,,,,,,,,,0.116279438,0.07700625,0.388881563,0.368089875,0.353458688,1.060376063,0.1540125,2.083019063,2.452649063,2.886964313,3.070239188,2.46111975,1.319117063,1.145082938,0.906363563,1.281384,1.482370313,2.748353063,2.785316063
78143,3.290116787,artificial,SYRIAN ARAB REPUBLIC,4.645309272,1,,,,,,,,,0.030032438,0.517482,0.284923125,0.640692,0.242569688,0.270291938,1.122751125,1.75266225,2.133843188,1.159714125,0.918684563,1.67873625,2.823819188,1.479290063,1.976750438,2.840760563,2.8153485,2.75066325,3.164956875,3.215781,2.905445813,2.943178875,3.302798063
63223,3.235665798,artificial,IRAQ,-2.907928899,1,4.213782,1.346839313,4.353163313,2.317888125,2.317888125,2.317888125,2.317888125,2.317888125,,,,,,,,,,4.323130875,,1.624831875,,,,0.627600938,0.010780875,,,,,,
94810,3.231747866,artificial,TURKEY,1.530316323,1,1.320657188,1.320657188,1.320657188,1.320657188,1.320657188,1.320657188,1.320657188,1.320657188,2.47960125,2.515024125,2.481911438,2.407985438,2.515024125,2.0637675,2.490382125,2.200838625,1.571697563,1.837369125,2.509633688,2.509633688,2.509633688,2.505783375,2.515024125,2.513484,2.505783375,3.187288688,3.1849785,3.187288688,3.088720688,3.211930688,3.270455438
94924,774.3324585,dam,TURKEY,6.88125952,2,227.3417016,346.9131563,586.5604566,686.5604566,687.5604566,817.8402578,797.8402578,791.8402578,741.6702956,737.8684971,713.7455192,767.7561628,780.362856,840.9606143,806.2238649,798.0843043,858.0560018,831.4996264,722.6828646,779.9708942,771.4986666,863.1815378,865.0666508,865.587213,852.0987983,850.6888138,742.8708231,767.6206318,752.8978069,799.1801033,852.3975825
151745,3.205794334,artificial,TURKEY,0.004842169,1,,,,,,,,,4.020496313,4.026656813,4.023576563,4.020496313,4.008945375,4.011255563,4.000474688,4.000474688,3.988153688,4.005865125,4.008945375,4.005865125,4.015875938,4.003554938,3.97660275,4.002784875,4.018956188,4.014335813,4.024346625,4.009715438,4.02588675,4.025116688,4.024346625
153863,3.192642212,artificial,TURKEY,0.065702459,1,,3.571549875,3.571549875,3.571549875,3.571549875,3.58849125,3.58849125,3.58849125,3.58849125,3.593881688,3.623914125,3.623914125,3.447569813,2.101500563,3.60081225,3.607742813,3.623144063,3.565389375,3.349771875,3.572319938,3.623914125,3.61929375,3.456810563,3.359012625,3.587721188,3.5422875,3.37287375,3.714011438,3.687829313,3.395975625,3.451420125
104593,3.036805868,artificial,AZERBAIJAN,0.594611485,1,,0.795474563,0.370400063,0.795474563,0.795474563,0.795474563,0.795474563,0.795474563,0.7947045,0.040813313,0.016941375,0.795474563,0.753121125,0.795474563,0.795474563,0.710767688,0.726939,0.629911125,0.2772225,0.716158125,0.773912813,0.795474563,0.793934438,0.050054063,0.5975685,1.171265063,1.171265063,1.169724938,0.698446688,1.160484188,1.328357813
156198,2.926695347,artificial,TURKEY,-0.347864275,1,,,,,,3.559998938,3.559998938,3.559998938,3.559998938,3.593881688,3.608512875,3.407526563,3.556918688,3.460660875,3.321279563,3.452190188,3.31126875,3.52072575,3.401366063,3.482992688,3.546137813,3.476832188,3.420617625,3.3205095,3.321279563,3.601582313,3.432168563,3.205000125,3.489153188,3.3328305,3.087180563
85471,2.851651907,artificial,TURKEY,-0.359236159,1,,,,,,,,,,,,,,,,,,,,,,1.377641813,1.406134125,1.409214375,1.10889,1.331438063,1.242880875,1.104269625,1.305255938,1.347609375,1.304485875
96131,2.835553408,artificial,TURKEY,0.718961879,1,0.57600675,3.4190775,3.4190775,3.4190775,3.4190775,3.439869188,3.439869188,3.439869188,3.439869188,3.511485,3.50224425,3.516875438,3.519955688,3.402136125,3.463741125,3.513795188,2.602041188,3.01556475,1.557836438,0.87787125,3.501474188,3.42831825,3.4930035,3.486072938,3.528426375,3.530736563,3.378264188,3.242733188,3.556918688,2.8769535,3.156486188
159226,2.802657604,artificial,AZERBAIJAN,0.004153369,1,,,,,,,,,,,,,,,,,,,,,,,,0.000770063,0.000770063,,,,,,0.001540125
97236,2.790672302,artificial,TURKEY,-0.036334438,1,2.580479438,2.580479438,2.580479438,2.580479438,2.580479438,2.580479438,2.580479438,2.580479438,2.780695688,2.622062813,2.632073625,1.523183625,1.075777313,1.600189875,1.282924125,1.017252563,1.513172813,1.16741475,0.93947625,2.477291063,2.062227375,2.67057675,1.585558688,2.040665625,1.263672563,2.387963813,0.869400563,2.427237,2.076858563,2.958580125,2.250122625
81276,2.715176582,artificial,TURKEY,0.025755079,1,,,,,,,,,3.096421313,3.139544813,3.139544813,3.133384313,3.134924438,3.1233735,3.128763938,3.140314875,3.140314875,3.122603438,3.116442938,3.124143563,3.129534,3.136464563,3.142625063,3.127223813,3.150325688,3.147245438,3.130304063,3.145705313,3.144165188,3.141855,3.12645375
86303,2.710072041,artificial,IRAN,-0.543800572,1,2.58432975,2.592800438,2.594340563,0.004620375,0.004620375,0.004620375,0.004620375,0.004620375,2.557377563,1.85123025,,,0.08932725,2.589720188,2.360241563,2.298636563,2.434167563,2.379493125,0.000770063,,2.133073125,0.09548775,,1.610200688,0.056984625,1.855080563,2.42415675,,0.750040875,2.537355938,2.538896063
92750,2.640113831,artificial,TURKEY,0.827131842,1,3.24966375,0.124750125,3.191909063,3.191909063,3.191909063,3.165726938,3.165726938,3.165726938,3.251973938,3.2465835,3.226561875,3.156486188,3.199609688,3.202689938,3.168037125,3.178818,3.18189825,3.166497,3.14493525,3.151865813,3.164956875,3.167267063,3.13261425,3.171887438,3.171117375,3.183438375,3.171887438,3.171887438,3.168807188,3.183438375,3.18189825
153493,2.381513596,artificial,TURKEY,-0.203741559,1,,,,,,,,,,2.950109438,2.649015,2.612052,2.770684875,2.813038313,2.950109438,2.875413375,2.847691125,2.8030275,2.70753975,2.735262,3.025575563,1.538584875,1.939787438,3.019415063,3.025575563,2.940868688,2.76298425,1.990611563,2.923927313,2.804567625,2.977831688
88484,2.349788666,artificial,IRAN,1.073933012,1,,0.123980063,0.10164825,0.234869063,0.458187188,0.7700625,0.18789525,0.18789525,0.44047575,0.244879875,0.15709275,0.235639125,0.724628813,0.74850075,0.797014688,0.800094938,0.091637438,0.806255438,,0.512861625,0.579857063,,0.766212188,0.341137688,0.762361875,,0.740030063,0.065455313,,0.198676125,0.456647063
71399,2.32188201,artificial,SYRIAN ARAB REPUBLIC,0.079962661,1,,0.056214563,0.056214563,0.056214563,0.056214563,0.056214563,0.056214563,0.056214563,1.932086813,1.16125425,1.041894563,0.653013,1.116590625,1.9282365,1.932856875,1.313726625,0.311875313,0.72385875,0.164023313,,0.678425063,1.646393625,1.924386188,1.804256438,0.057754688,,,0.013861125,0.03388275,1.708768688,1.842759563
87232,2.245865822,artificial,TURKEY,-0.279611105,1,2.742962625,2.742962625,2.742962625,2.742962625,2.742962625,2.742192563,2.742192563,2.742192563,2.742192563,2.7414225,2.7414225,2.739882375,2.73834225,2.712160125,2.719090688,2.7291015,2.719090688,2.715240375,2.651325188,2.635153875,2.631303563,2.65825575,2.646704813,2.6798175,2.653635375,2.635923938,2.632073625,2.623602938,2.6182125,2.5935705,2.56584825
154508,2.2450459,artificial,TURKEY,1.102389282,1,1.934397,1.934397,1.934397,1.934397,1.934397,0.034652813,0.034652813,0.034652813,0.034652813,2.173886438,2.163875625,2.170036125,2.14693425,2.111511375,2.204688938,2.152324688,2.184667313,2.187747563,2.133843188,2.120752125,2.191597875,2.18389725,2.10997125,2.205459,2.210849438,2.221630313,2.221630313,2.188517625,2.219320125,2.216239875,2.22702075
155178,2.203263283,artificial,TURKEY,0.963826554,1,,,,,,,,,,1.059606,2.760674063,2.768374688,2.76914475,2.75682375,2.75066325,2.751433313,2.724481125,2.736032063,2.7291015,2.729871563,2.721400875,2.75066325,2.7537435,2.746812938,2.76914475,2.784546,2.777615438,2.786856188,2.749893188,2.773765125,2.788396313
88526,2.198694944,artificial,IRAN,0.510067953,1,,1.343759063,1.551675938,1.5462855,1.58632875,0.377330625,0.832437563,1.58632875,1.58632875,1.240570688,0.9055935,0.703837125,1.357620188,1.579398188,1.560146625,1.57400775,1.557066375,1.570157438,1.239800625,1.389962813,1.56784725,1.334518313,1.553986125,1.550905875,1.05036525,0.842448375,1.313726625,0.5113215,,1.890503438,1.553216063
17641,2.157253742,artificial,AZERBAIJAN,-2.986743679,1,,3.073319438,3.073319438,3.073319438,3.073319438,3.067929,3.067929,3.067929,3.073319438,3.073319438,2.819968875,3.00324375,1.852770375,3.071779313,1.55552625,0.658403438,2.406445313,1.169724938,1.397663438,2.634383813,2.401824938,2.209309313,2.779155563,1.162024313,0.701526938,0.70537725,2.198528438,2.728331438,1.727250188,1.292164875,1.03188375
78446,2.041021109,artificial,SYRIAN ARAB REPUBLIC,0.829633985,1,,,,,,,,,0.01540125,0.010780875,0.919454625,1.32142725,1.342218938,1.33374825,1.015712438,1.3368285,1.335288375,1.318347,1.262132438,1.342218938,1.302175688,1.342218938,1.24750125,1.10889,0.724628813,1.24134075,0.968738625,0.663023813,1.004931563,1.2875445,1.340678813
96702,2.009094,artificial,TURKEY,5.193138563,1,,,,,,,,,,0.028492313,,,0.077776313,0.036963,,0.002310188,,,0.053904375,0.00308025,0.031572563,0.077776313,0.077776313,0.077776313,0.077776313,2.6428545,2.261673563,2.289395813,2.118441938,2.296326375,0.01540125
159298,1.99715662,artificial,AZERBAIJAN,2.945826802,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800865,0.147852,0.161713125,0.155552625,0.251040375,0.431235
